,program,content,start,end,start_s,end_s,duration_s
164384,5269864_001,non c'est pas qui je l'espère pour l'avenir il faut voilà il faut anticiper maintenant,0:07:39.470000,0:07:44.120000,459.47,464.12,4.649999999999977
164385,5269864_001,il faut vraiment euh voilà agir maintenant,0:07:44.180000,0:07:46.320000,464.18,466.32,2.1399999999999864
164386,5269864_001,pour l'état et chez nos voisins quid de la participation à midi avant d'aller à athènes direction berlin bonjour arnaud boutet vous êtes notre correspondant une participation euh assez faible également en allemagne,0:07:46.450000,0:07:59.090000,466.45,479.09,12.639999999999986
164387,5269864_001,alors bonjour on ne connaît pas les chiffres de la mi journée de quatorze heures en fait paris sont publiés à quinze heures,0:07:59.830000,0:08:05.570000,479.83,485.57,5.740000000000009
164388,5269864_001,mais voilà plusieurs médias allemands ont envoyé euh ce matin des observateurs dans de nombreux bureaux de vote et tous dressent le même constat bien visiblement soit les allemands sont restés au lit soit ils sont partis ailleurs c'est vrai qu'il fait beau vous le voyez derrière moi,0:08:05.570000,0:08:17.490000,485.57,497.49,11.920000000000016
164389,5269864_001,cependant bien euh soixante quatre millions de personnes doivent aujourd'hui élire euh quatre vingt seize députés les bureaux ferment à dix-huit heures alors la question est ce que les allemands se déplace en masse pour cette élection qu'il juge important,0:08:17.490000,0:08:31.590000,497.49,511.59,14.099999999999966
164390,5269864_001,en deux mille neuf le taux de participation était de vingt pour cent à la mi-journée quarante trois en fin de journée trois à quatre pour cent de plus qu'en france,0:08:31.590000,0:08:37.990000,511.59,517.99,6.400000000000034
164391,5269864_001,arnaud boutet à berlin merci bonjour alexia kefala as euh en direct d'athènes comment ces élections ont elles débutée en grèce où le vote on le rappel est obligatoire,0:08:37.990000,0:08:47.550000,517.99,527.55,9.559999999999945
164392,5269864_001,oui alors le vote est obligatoire mais comme il n'y a pas de sanction et bien l'abstention est toujours très marquée,0:08:48.390000,0:08:53.670000,528.39,533.67,5.279999999999973
164393,5269864_001,d'autant que cette année et bien les grecs ont l'embarras du choix puisque le pays détient le record de candidature en europe avec mille deux cent quatre vingt quinze candidats pour seulement vingt et un sièges donc depuis ce matin près de dix millions grecs votent depuis six heures exactement on attend toujours les chiffres de participation,0:08:53.670000,0:09:10.750000,533.67,550.75,17.08000000000004
164394,5269864_001,euh enfin c'est qu'il faut dire c'est que comme la grèce fait partie des pays les plus affectés par la crise économique et bien le taux de chômage qui touche près d'un tiers de la population active mais aussi la lutte anti-rigueur ont été les principaux thèmes de cette campagne tous partis confondus,0:09:10.750000,0:09:23.050000,550.75,563.05,12.299999999999955
164395,5269864_001,merci alexia les personnalités politiques ont voté ce matin euh à l'instar de françois bayrou marine le pen jean-françois copé manuel valls ou encore françois hollande laurent des bonnets,0:09:23.050000,0:09:35.330000,563.05,575.33,12.280000000000086
164396,5269864_001,quatre heures de route dans la matinée,0:09:36.330000,0:09:38.700000,576.33,578.7,2.3700000000000045
164397,5269864_001,pour venir voter dans son fief de tulle françois hollande a pris la voiture,0:09:38.730000,0:09:43.290000,578.73,583.29,4.559999999999945
164398,5269864_001,et c'est dans son bureau de vote habituel qu'il a glissé son bulletin dans l'urne peu avant midi le premier ministre manuel valls a quant à lui effectuait son devoir de citoyen à évry en région parisienne,0:09:43.650000,0:09:58.120000,583.65,598.12,14.470000000000027
164399,5269864_001,c'est à meaux en seine-et-marne que le secrétaire général de l'ump jean-françois copé a voté,0:09:59.090000,0:10:06,599.09,606.0,6.909999999999968
164400,5269864_001,la présidente du front national marine le pen s'est quant à elle rendu à hénin-beaumont pour glisser son bulletin dans l'urne un est effectué également par françois bayrou le président du modem a voté à pau,0:10:06,0:10:20.260000,606.0,620.26,14.259999999999991
164401,5269864_001,et les personnalités politiques seront ce soir sur le plateau de france deux autour de laurent delahousse david pujadas et nathalie saint cricq pour la grande soirée électorale des dix neuf heures quarante à suivre également sur france tiret info point fr,0:10:20.260000,0:10:33.930000,620.26,633.93,13.669999999999959
164402,5269864_001,autre élection autre contexte les ukrainiens sont appelés aux urnes aujourd'hui pour élire leur président une élection censé stabiliser le pays trois mois après la chute de viktor ianoukovitch l'annexion de la crimée par la russie et la poussée des séparatistes à l'est du pays bonjour allemand nicosie vous êtes en direct,0:10:34.150000,0:10:52.140000,634.15,652.14,17.99000000000001
164403,5269864_001,kiev où l'on votent massivement depuis ce matin,0:10:52.140000,0:10:54.770000,652.14,654.77,2.6299999999999955
164404,5269864_001,oui effectivement c'est un vote massif euh nous étions tout à l'heure dans un bureau de vote du centre ville de kiev et il fallait entre quarante cinq minutes et une heure pour pouvoir ne serait ce que accéder euh eh bien aux urnes pour pouvoir accomplir son devoir alors beaucoup de nos habitants,0:10:56.310000,0:11:10.450000,656.31,670.45,14.1400000000001
164405,5269864_001,nous ont dit qu'ils allaient voter pour piotr prochaine co-vous savez ce milliardaire pro européen qu'on appelle ici le roi du chocolat le problème c'est que les relations qu'il a avec la russie sont actuellement,0:11:10.450000,0:11:21.480000,670.45,681.48,11.029999999999973
164406,5269864_001,très très mauvais manif mobilisation donc très importante dans le pays il y a eu également le vote de ioulia timochenko vous savez ioulia timochenko c'est l'opposant numéro un et c'est l'ancien premier ministre et le vote a nié pour petrov ce alors c'est intéressant parce que c'est une ville assez proche de la russie dans la zone russe,0:11:21.480000,0:11:39.210000,681.48,699.21,17.730000000000018
164407,5269864_001,faune et là-bas aussi tout se passe bien en vérité c'est assez simple dans quatre-vingts pour cent du pays tout se passe normalement il y a beaucoup de votants et dans les vingt pour cent restants le dombass là c'est beaucoup plus compliqué,0:11:39.210000,0:11:50.600000,699.21,710.6,11.389999999999986
164408,5269864_001,merci alba alban est un pays euh couplant de donc puisque euh dans une grande partie euh est de l'ukraine les élections se tiennent dans un climat de terreur les séparatistes pro-russe empêche la tenue du scrutin reportage à donetsk de nos envoyés spéciaux marc de chalvron et olivier martinez,0:11:50.600000,0:12:06.650000,710.6,726.65,16.049999999999955
164409,5269864_001,les rues de donetsk totalement déserté et des bureaux de vote ferment les uns après les autres c'est confirmé la ville ne votera pas et ceux qui cherchent quand même un moyen de mettre un bulletin dans l'urne se heurte au mur dressé par les séparatistes,0:12:06.900000,0:12:21.830000,726.9,741.83,14.930000000000064
164410,5269864_001,je suis un citoyen ukrainien et je veux voter mais c' c'est la république de donetsk et partout vous aurez la même réponse,0:12:21.830000,0:12:28.830000,741.83,748.83,7.0
164411,5269864_001,même le jour du scrutin les séparatistes chasse les bulletins de vote,0:12:28.830000,0:12:33.170000,748.83,753.17,4.339999999999918
164412,5269864_001,donc les ayez pas peur c'est la république de donetsk c' tout le monde fait cette brigade fait des rondes dans les bureaux de vote habituel,0:12:33.170000,0:12:42.070000,753.17,762.07,8.900000000000091
164413,5269864_001,on cherche les bulletins des urnes tiens là bas je vois un placard,0:12:42.070000,0:12:45.950000,762.07,765.95,3.8799999999999955
164414,5269864_001,sans rien trouver évidemment,0:12:45.950000,0:12:51.410000,765.95,771.41,5.459999999999923
164415,5269864_001,ces trois personnes cherche désespérément à moyen,0:12:51.410000,0:12:53.870000,771.41,773.87,2.4600000000000364
164416,5269864_001,voter ma femme fleurs à la maison de ne pas pouvoir voter elle nous a envoyés en éclaireurs,0:12:53.870000,0:13:01.320000,773.87,781.32,7.4500000000000455
164417,5269864_001,très vite la conversation est interrompue par inséparables,0:13:01.320000,0:13:04.160000,781.32,784.16,2.839999999999918
164418,5269864_001,triste oui jeunes qu'est ce d'apartheid ici oui j'y étais pas quand vous avez compris parier avec,0:13:04.160000,0:13:10.740000,784.16,790.74,6.580000000000041
164419,5269864_001,les bureaux de vote sont fermés donetsk et sa région ne voteront pas c'est une victoire assurément pour les séparatistes obtenue grâce à une surveillance et à une intimidation sans relâche,0:13:10.740000,0:13:21.510000,790.74,801.51,10.769999999999982
164420,5269864_001,et j'ajoute qu'un journaliste italien indépendant a sans doute été tué près de la violence dans l'est de l'ukraine euh dans les affrontements entre forces gouvernementales et séparatiste pro-russe bethlehem en cisjordanie berceau du christianisme et deuxième étape du pèlerinage,0:13:21.650000,0:13:40.520000,801.65,820.52,18.870000000000005
164421,5269864_001,papon terre sur saint françois appelé à la paix entre israéliens et palestiniens avant de célébrer la messe la plus importante de son voyage renaud bernard et milan guilhem sont nos envoyés spéciaux,0:13:40.520000,0:13:51.410000,820.52,831.41,10.889999999999986
164422,5269864_001,place de la nativité pour les catholiques le lieu de la naissance du christ,0:13:52.140000,0:13:56.550000,832.14,836.55,4.409999999999968
164423,5269864_001,ils sont des milliers à attendre depuis le matin,0:13:56.580000,0:13:58.910000,836.58,838.91,2.3299999999999272
164424,5269864_001,mais françois souhaitait commencer son bain de foule au mur de séparation il veut le voir de lui même des kilomètres de frontières de béton et de miradors érigé par israël pour isoler la palestine une image,0:13:59.510000,0:14:15.120000,839.51,855.12,15.610000000000014
164425,5269864_001,pour appuyer le plaidoyer pour le droit des palestiniens à disposer d'un état souverain,0:14:15.120000,0:14:19.560000,855.12,859.56,4.439999999999941
164426,5269864_001,qui lui a exprimé devant le président mahmoud abbas un il est à la mi-il je suis venu manifester ma proximité avec ceux qui souffrent le plus l'est des conséquences de ce conflit sous grec nous mais il faut que tous reconnaissent le droit de deux états a existé des et stade dit,0:14:19.560000,0:14:36.970000,859.56,876.97,17.410000000000082
164427,5269864_001,aussi quand ils arrivent à la nativité pour célébrer la messe du dimanche françois est fêtée par les fidèles pour son message d'espoir,0:14:36.970000,0:14:46.070000,876.97,886.07,9.100000000000023
164428,5269864_001,il a vu il sait maintenant pour nous il recense que l'on vit les négociations fonctionneront jamais on espère que le pape fera bouger les choses ont pris pour,0:14:46.930000,0:14:57.650000,886.93,897.65,10.720000000000027
164429,5269864_001,c'est vrai françois n'est pas allé jusqu'à parler d'occupation de la palestine par israël comme l'avait fait son prédécesseur benoît seize mais il a c'est autre chose il a lancé un appel aux deux présidents mahmoud abbas pour la palestine shimon pérès pour israël il les a invités à venir prier pour la paix dans la région avec lui au vatican,0:14:57.960000,0:15:14.940000,897.96,914.94,16.980000000000018
164430,5269864_001,peut être est euh vous en train de célébrer la fête des mères en famille elle revient chaque année bien sûr est loin d'être considéré comme une simple formalité c'est un moment qu'attendent avec impatience les mamans et auquel les enfants se prépare avec sérieux et amour catherine rougerie daniel lévi,0:15:14.990000,0:15:30.050000,914.99,930.05,15.059999999999945
164431,5269864_001,même si elle s'y attendait un peu pour cette maman les cadeaux de ses enfants c'est ce qu'il y a de mieux,0:15:30.960000,0:15:37.900000,930.96,937.9,6.939999999999941
164432,5269864_001,voilà,0:15:37.900000,0:15:39.510000,937.9,939.51,1.6100000000000136
164433,5269864_001,est ce que ces gens,0:15:40.050000,0:15:41.600000,940.05,941.6,1.5500000000000682
164434,5269864_001,or montre montre un superbe deux,0:15:41.600000,0:15:46.520000,941.6,946.52,4.919999999999959
164435,5269864_001,poussin cinq cents voix qu'une plaque le la,0:15:47.330000,0:15:50.230000,947.33,950.23,2.8999999999999773
164436,5269864_001,un premier puis un deuxième paquet,0:15:51.620000,0:15:54.570000,951.62,954.57,2.9500000000000455
164437,5269864_001,ça c'est un poème c'est vraiment des moments très émouvant plus que l'anniversaire plus que euh je crois que plus que tout pour une mère c'est un moment euh dans l'année qui est essentiel,0:15:55.190000,0:16:06.830000,955.19,966.83,11.639999999999986
164438,5269864_001,c'est important de cadeaux pour le moment,0:16:06.830000,0:16:08.450000,966.83,968.45,1.6200000000000045
164439,5269864_001,pour préparer ces cadeaux un bracelet est un petit sac gaspard a oeuvré toute la semaine dans le plus grand secret de sa salle de classe,0:16:10.850000,0:16:19.610000,970.85,979.61,8.759999999999991
164440,5269864_001,le colza l'entrée en vigueur d'abord la création en plein milieu,0:16:22.410000,0:16:27.990000,982.41,987.99,5.580000000000041
164441,5269864_001,puis la réalisation tout un art d'une grande précision,0:16:28.620000,0:16:33.070000,988.62,993.07,4.4500000000000455
164442,5269864_001,après l'oiseau regarde gaspard,0:16:35.410000,0:16:37.480000,995.41,997.48,2.07000000000005
164443,5269864_001,quand les cris maman je te montre comment ça s'écrit,0:16:37.980000,0:16:40.810000,997.98,1000.81,2.8299999999999272
164444,5269864_001,les mots à quatre ans,0:16:41.090000,0:16:43.180000,1001.09,1003.18,2.089999999999918
164445,5269864_001,des cadeaux unique et personnalisé,0:16:48.630000,0:16:51.250000,1008.63,1011.25,2.6200000000000045
164446,5269864_001,les loisirs créatifs que tout ce qu'on arrive à faire avec ses mains,0:16:51.820000,0:16:54.870000,1011.82,1014.87,3.0499999999999545
164447,5269864_001,euh donc ça part de d'un petit tableau sa part d'un cadre stable peut partir je sais pas il y a aussi y a on arrive à les faire recoudre même en petite section peut leur faire faire de la broderie on peut montrer et faire un petit modèle mais après pour les laisser plus tout est possible,0:16:54.870000,0:17:09.180000,1014.87,1029.18,14.31000000000006
164448,5269864_001,dernier conseil avant le jour j,0:17:09.410000,0:17:11.720000,1029.41,1031.72,2.3099999999999454
164449,5269864_001,tout de suite non non elle va faire le cacher,0:17:12.400000,0:17:16.450000,1032.4,1036.45,4.0499999999999545
164450,5269864_001,avant le cri du coeur,0:17:17.140000,0:17:19.620000,1037.14,1039.62,2.479999999999791
164451,5269864_001,un week end de football et la victoire du real madrid en finale de la ligue des champions hier soir pourtant mené au score jusqu'à la dernière minute par l'atletico l'autre club madrilène il s'est imposé quatre buts à un à l'issue des prolongations et s'accorde un dixième titre dans cette compétition grégory ne voulait,0:17:22.860000,0:17:39.810000,1042.86,1059.81,16.950000000000045
164452,5269864_001,nuit blanche à madrid des dizaines de milliers de supporters ont patienté jusqu'au petit matin pour apercevoir les joueurs du real,0:17:40.580000,0:17:47.950000,1060.58,1067.95,7.370000000000118
164453,5269864_001,et la coupe d'europe,0:17:47.950000,0:17:50.390000,1067.95,1070.39,2.4400000000000546
164454,5269864_001,difficile de trouver le sommeil après cette finale sorte de fait des voisins version ballon rond,0:17:50.390000,0:17:54.880000,1070.39,1074.88,4.490000000000009
164455,5269864_001,l'atletico l'autre club de madrid fraîchement sacré champion d'espagne et qui après ce but pensent tenir un doublé historique ce fut le cas jusqu'à la quatre-vingt treizième minute,0:17:55.560000,0:18:07.190000,1075.56,1087.19,11.63000000000011
164456,5269864_001,sergio ramos propulsent et deux équipes vers les prolongations et finalement le real vers la victoire car à la cent dixième minute le gallois de belles acheté quatre-vingt onze millions d'euros l'été dernier offre un premier retour sur investissement à son équipe moments d'euphorie partagée par zinedine zidane entraîneur adjoint du real,0:18:07.190000,0:18:25.880000,1087.19,1105.88,18.690000000000055
164457,5269864_001,le brésilien marcelo puis cristiano ronaldo donne de l'ampleur au score,0:18:26.720000,0:18:31,1106.72,1111.0,4.279999999999973
164458,5269864_001,dix septième but cette saison en ligue des champions pour le abdominale portugais un record,0:18:32.370000,0:18:36.750000,1112.37,1116.75,4.380000000000109
164459,5269864_001,de l'autre côté de madrid les supporters de l'atletico n'ont que des larmes,0:18:37.440000,0:18:40.820000,1117.44,1120.82,3.3799999999998818
164460,5269864_001,et plus de mots,0:18:40.890000,0:18:45.010000,1120.89,1125.01,4.119999999999891
164461,5269864_001,les français karim benzema et raphaël va rendre célèbrent leur première ligue des champions désormais l'équipe de france les attend,0:18:45.010000,0:18:51.330000,1125.01,1131.33,6.319999999999936
164462,5269864_001,et puis c'est parti pour deux semaines de tennis sur terre battue début aujourd'hui doutent du tournoi de roland garros événement france télévisions a retrouve d'ailleurs juste après treize heures quinze en direct sur france deux dès quinze heures euh bonjour julien benedetto vous êtes en direct de la porte d'auteuil alors quel est le programme de cette première journée il y a déjà pas mal de monde,0:18:52.880000,0:19:10.510000,1132.88,1150.51,17.62999999999988
164463,5269864_001,eh oui des bureaux de vote aux alliés de roland garros il y a qu'un pas regarder ces images tournées ce matin par david fossard des files d'attente interminables à l'entrée du stade,0:19:11.090000,0:19:19.970000,1151.09,1159.97,8.88000000000011
164464,5269864_001,on attend encore cette année près de cinq cent mille spectateurs tout au long de la quinzaine alors concernant le programme sept français sont sur le court aujourd'hui avec notamment duel cent pour cent bleu blanc rouge entre jo wilfried tsonga et edward roger vasselin avantage tsonga,0:19:19.970000,0:19:33.970000,1159.97,1173.97,14.0
164465,5269864_001,qui vous vous en souvenez sans doute était allé jusqu'en demi-finales ici à l'an dernier et puis il y aura le choc des extrêmes entre eux,0:19:33.970000,0:19:41.170000,1173.97,1181.17,7.2000000000000455
164466,5269864_001,serena williams tenante du titre et hallyday le jeune français cent trente huitième mondial ce qui est assez marrant c'est que les deux joueurs sont très amie elles sont souvent entraînés ensemble et elles ont posté sur les réseaux sociaux himself y euh ensemble lors de la cérémonie des joueurs qui a eu lieu vendredi dernier mais serena williams a prévenu cet après midi le et cetera l'amitié au vestiaire,0:19:41.170000,0:19:59.920000,1181.17,1199.92,18.75
164467,5269864_001,merci julien en direct de roland garros à suivre évidemment euh dès quinze h sur france deux juste après treize heures quinze le temps d'un jingle a tout de suite,0:19:59.920000,0:20:08.520000,1199.92,1208.52,8.599999999999909
169286,5269515_001,euh,0:00:01.870000,0:00:03.640000,1.87,3.64,1.77
169287,5269515_001,moi,0:00:13.630000,0:00:15.470000,13.63,15.47,1.8399999999999999
169288,5269515_001,au sommaire de notre spécial festival de cannes cette semaine ryan gosling il a été accueillie en star sur le tapis rouge mais son premier film comme réalisateur a reçu un accueil serait mitigé,0:00:20.780000,0:00:33.120000,20.78,33.12,12.339999999999996
169289,5269515_001,portrait d'une icône en quête de reconnaissance à nouveau jugé il y a un mois l'affaire agnès leroux sur grand écran le fils d'andré téchiné porté par un casting de rêve,0:00:33.120000,0:00:43.170000,33.12,43.17,10.050000000000004
169290,5269515_001,mais n'est il pas un risque à traiter ainsi à chaud un tels faits divers brigitte bardot elle n'est plus venu à cannes depuis mille neuf cent soixante sept pourtant le mythe des idées continue de planer sur la croisette pourquoi un tel désamour l'entretien gaspard vielle,0:00:43.170000,0:00:59.690000,43.17,59.69,16.519999999999996
169291,5269515_001,bérénice déjoué michel hazanavicius fait le couple le plus récompensé du cinéma français trois ans après le triomphe de vie artiste l'actrice et le réalisateur de retour à cannes avec un film qui fait débat leurs confidences,0:01:00.460000,0:01:14.430000,60.46,74.43,13.970000000000006
169292,5269515_001,sophia loren nous avons rencontré l'invité d'honneur de ce soixante septième festival au grand public immense actrice italienne rend hommage à son partenaire marqué l'homme astronomie nostalgie,0:01:14.870000,0:01:26.730000,74.87,86.73,11.86
169293,5269515_001,je vous souhaite la bienvenue à cannes c'est un grand public de festival que nous vous proposons aujourd'hui à quelques heures de l'annonce de la palme d'or avec tout d'abord l'un des acteurs hollywoodien les plus attendus de la quinzaine ryan gosling,0:01:26.730000,0:01:41.050000,86.73,101.05,14.319999999999993
169294,5269515_001,pour son premier film en tant que réalisateur l'icône glamour a présenté un tri leur fantastique assez étrange au risque de dérouter incertain public les paradoxes d'une star c'est un reportage de frédéric rares auto,0:01:41.050000,0:01:53.380000,101.05,113.38,12.329999999999998
169295,5269515_001,les nôtres,0:01:53.380000,0:01:57.680000,113.38,117.68,4.300000000000011
169296,5269515_001,can mardi dernier avant de glamour tous pour les marches du palais du festival ryan gosling,0:01:57.680000,0:02:02.800000,117.68,122.8,5.11999999999999
169297,5269515_001,hélas pour présenter lost privé son premier film en tant que réalisateur au casting pas de trace de l'acteur qui s'était contenté ici se dirigeais les autres,0:02:02.800000,0:02:13.800000,122.8,133.8,11.000000000000014
169298,5269515_001,sa mère certains acteurs arrivent à se diriger eux-mêmes et donne l'impression que réaliser un film c'est facile mais ça ne l'est pas je ne sais,0:02:13.800000,0:02:19.860000,133.8,139.86,6.060000000000002
169299,5269515_001,pas comment ils font lost rivera film sombre bien loin de l'image glamour de l'acteur devenu un sex symbol depuis drive en deux mille onze douze,0:02:19.860000,0:02:28.810000,139.86,148.81,8.949999999999989
169300,5269515_001,bon enfants regard on sent un homme euh inspiré et qui cherche trouve chose c'est peut être pour ça que finalement euh les les gens courent après euh à ce point là,0:02:28.810000,0:02:39.600000,148.81,159.6,10.789999999999992
169301,5269515_001,on pourrait parler des heures de cinéma des heures et des heures et des heures c'est ce qui l'intéresse le plus teste sa passion numéro un être acteur aminés c'est rigolo mais je crois pas que c'est intéressant,0:02:39.600000,0:02:48.740000,159.6,168.74,9.140000000000015
169302,5269515_001,alors qui est vraiment ryan gosling comment un acteur devenu réalisateur construit sa carrière portrait d'un comédien pas comme les autres,0:02:48.740000,0:02:56.320000,168.74,176.32,7.579999999999984
169303,5269515_001,can mardi à seize heures nous avons rendez vous avec ryan gosling sur la terrasse d'un hôtel de la croisette quelques minutes seulement après la projection de son film los riverains l'ambiance une fanfare perturbe même,0:02:58.270000,0:03:12.100000,178.27,192.1,13.829999999999984
169304,5269515_001,notre interview euh je suis venue avec mon propre castres,0:03:12.100000,0:03:16,192.1,196.0,3.9000000000000057
169305,5269515_001,bien euh de pas,0:03:16.040000,0:03:19.810000,196.04,199.81,3.7700000000000102
169306,5269515_001,le festival de cannes ryan gosling le connaît bien c'est ici qu'il est devenu une star planétaire après la présentation du film drive en deux mille onze mais cette année s'étant réalisateur quel acteur a fait le déplacement il nous avait dit un jour que facteur n'était pas si difficiles mais est ce que dirigeait un film c'est plus dur dirigé un film séduire oui,0:03:24.230000,0:03:44.190000,204.23,224.19,19.960000000000008
169307,5269515_001,et on est ce euh j'avais l'habitude de penser que les réalisateurs étaient des magiciens monsieur chez,0:03:44.380000,0:03:51.690000,224.38,231.69,7.310000000000002
169308,5269515_001,c'est fermé,0:03:51.690000,0:03:53.280000,231.69,233.28,1.5900000000000034
169309,5269515_001,voilà mais,0:03:54.160000,0:03:55.730000,234.16,235.73,1.5699999999999932
169310,5269515_001,nous à force de faire des films et je me suis rendu compte que c'était beaucoup de travail,0:03:55.730000,0:04:00.620000,235.73,240.62,4.890000000000015
169311,5269515_001,il se bat pour imposer leur vision et faire que leurs idées devienne réel mais bon c'est mais on est là c'est pas ça finit par marcher,0:04:01.860000,0:04:11.080000,241.86,251.08,9.219999999999999
169312,5269515_001,et euh je j'admire chien je crois et pour son premier film de réalisateur ryan gosling n'a pas choisi la facilité entre fable sociale et conte fantastique c'est en film lost river s'inscrit dans un univers très torturés comme le montre cet extrait,0:04:11.620000,0:04:26.900000,251.62,266.9,15.279999999999973
169313,5269515_001,on apprend sans non sans apparemment ça ressemble à ça ne sera pas prendre une balle dans le sens de la race,0:04:26.900000,0:04:36.050000,266.9,276.05,9.150000000000034
169314,5269515_001,le film a divisé les critiques pour libération l'icône américaine rate son brevet de réalisateurs au premier en revanche les films sublime et pour l'afp le réalisateur marche carrément sur les plates-bandes de david lynch,0:04:36.410000,0:04:49.020000,276.41,289.02,12.609999999999957
169315,5269515_001,c'est un film qui a reçu un accueil plutôt mitigé je pense que une partie des critiques avoir mis de de se le payer une gossenet parce qu'il est beau gosse parce qu'il a du talent parce qu'il est très bon comédien parce qu'il y ait des supers copains réalisateur,0:04:49.020000,0:05:00.930000,289.02,300.93,11.910000000000025
169316,5269515_001,euh donc je pense que,0:05:00.940000,0:05:03.090000,300.94,303.09,2.1499999999999773
169317,5269515_001,si c'est un film qui m'avait été réalisée par un inconnu euh je pense qu'il aurait eu des critiques un peu moins négative,0:05:03.120000,0:05:09.500000,303.12,309.5,6.3799999999999955
169318,5269515_001,alors ryan gosling est il prisonnier de son image de steaks symbole ex enfant star de chez disney à côté de britney spears l'acteur a toujours été dans la lumière et aux états-unis difficile de faire oublier son passé,0:05:09.500000,0:05:19.960000,309.5,319.96,10.45999999999998
169319,5269515_001,rennes gosling c'est une image pour les américains qui date depuis très longtemps c'est un acteur euh enfants c'est à dire qu'on l'a vu dans les productions disney depuis des années des années et des années donc il a une tête qui est dans la culture américaine depuis,0:05:19.960000,0:05:32.220000,319.96,332.22,12.260000000000048
169320,5269515_001,toujours est il a évolué il a changé il est devenu très intéressants comme acteur et maintenant aussi comme cinéaste donc l'image aussi a changé et en même temps quand il le revois dans un gros films il a ben oui on l'a vu quand on était petits regards le disney clubs et tout ça,0:05:32.220000,0:05:46.410000,332.22,346.41,14.189999999999998
169321,5269515_001,can deux lignes valeur choisir de travailler avec des réalisateurs exigeant,0:05:46.970000,0:05:50.970000,346.97,350.97,4.0
169322,5269515_001,si on regarde son parcours de l'acteur euh ces dernières années c'est quand même à un acteur qui s'est tournée,0:05:52.010000,0:05:57.070000,352.01,357.07,5.060000000000002
169323,5269515_001,plutôt vers un cinéma indépendant cinéma européen avec des des gens qui font des des des des films assez euh assez violent assez sombre un peu bizarre,0:05:57.070000,0:06:05.980000,357.07,365.98,8.910000000000025
169324,5269515_001,clairement il est plus proche de nicolas une greffe n'avait qu'il a fait driver une décote ford yves que des comédies euh romantique qui a plus tourné à hollywood,0:06:06.380000,0:06:15.450000,366.38,375.45,9.069999999999993
169325,5269515_001,quand il parle de cinéma c'est vraiment intéressant il y en avait pas n'importe quoi elle est pas là redisant le réalisateur était vraiment sympa à la crise ça a été danser tout ça non non non non il a une vraie,0:06:15.450000,0:06:23.050000,375.45,383.05,7.600000000000023
169326,5269515_001,vision euh de ce qu'est le cinéma de ce qu'est le cinéma qui l'aime,0:06:23.220000,0:06:26.080000,383.22,386.08,2.859999999999957
169327,5269515_001,et le cinéma qu'ils aiment et plutôt européens prennent gosling repéré l'acteur français reda kateb au générique du film un prophète il lui a directement proposé de jouer dans sa première réalisation,0:06:26.080000,0:06:36.370000,386.08,396.37,10.29000000000002
169328,5269515_001,c'est un vrai artistes et je euh je le de depavent et j'ai j' j'ai eu la confirmation de senlis en sanscrit et ensuite en tournant avec lui il connaît très très bien la mécanique des acteurs est une chose très agréable il leur est vite je pense beaucoup de frustration euh par lesquelles il il peut passer lui même en tant qu'acteur,0:06:36.370000,0:06:56.340000,396.37,416.34,19.96999999999997
169329,5269515_001,un tournage bienveillant donc est un ryan gosling plutôt humble posté début de réalisateur,0:06:56.340000,0:07:01.040000,416.34,421.04,4.7000000000000455
169330,5269515_001,oui vous savez ce que j'ai appris des réalisateurs avec qui j'ai tourné c'est que parfois faire des erreurs peut devenir un cadeau,0:07:01.040000,0:07:10.920000,421.04,430.92,9.879999999999995
169331,5269515_001,et que les accidents ou les problèmes,0:07:11.670000,0:07:13.740000,431.67,433.74,2.069999999999993
169332,5269515_001,crée parfois de nouvelles possibilités,0:07:15.450000,0:07:19.380000,435.45,439.38,3.930000000000007
169333,5269515_001,mais que ses fans se rassurent ryan gosling continue quand même de faire l'acteur il est annoncé dans le prochain film de terrence malick aux côtés des natalie portman mais balles de tournage épuisant de l'osce river ryan gosling est déjà prêt à passer deux nouveaux derrière la caméra comme il l'a confié au réalisateur de drive,0:07:19.380000,0:07:35.030000,439.38,455.03,15.649999999999977
169334,5269515_001,à aussi il y a dix à nicolas une griffonne il a dit que je n'ai jamais été aussi heureux de ma vie et là je me suis dit ah oui ça c'est un réalisateur ahmed crever qui dit ça et qui aiment ça quand même il va aller il va il va continuer à faire des films qu'on aime pas son cinéma il en fera tout tout en lui,0:07:35.030000,0:07:49.880000,455.03,469.88,14.850000000000023
169335,5269515_001,vous pensez déjà au second film que vous allez réaliser,0:07:49.880000,0:07:52.550000,469.88,472.55,2.670000000000016
169336,5269515_001,euh j'espère que c'est un peu mais j'ai terminé le premier il y a juste quelques semaines je encore le temps,0:07:52.620000,0:07:58.330000,472.62,478.33,5.7099999999999795
169337,5269515_001,euh,0:07:59.420000,0:08:01.080000,479.42,481.08,1.6599999999999682
169338,5269515_001,euh,0:08:02.140000,0:08:03.740000,482.14,483.74,1.6000000000000227
169339,5269515_001,c'est l'un des faits divers les plus mystérieux de ces dernières années l'affaire agnès le roux avait défrayé la chronique en mille neuf cent soixante dix-sept,0:08:05.030000,0:08:12.630000,485.03,492.63,7.600000000000023
